	gene_id	unqlen	simple	genename	genetype
AC104446.1	ENSG00000275956.1	1321	ENSG00000275956	AC104446.1	processed_pseudogene
AC109326.1	ENSG00000279602.1	1321	ENSG00000279602	AC109326.1	TEC
GADD45G	ENSG00000130222.10	1322	ENSG00000130222	GADD45G	protein_coding
NAT2	ENSG00000156006.4	1322	ENSG00000156006	NAT2	protein_coding
AL807752.1	ENSG00000213590.2	1322	ENSG00000213590	AL807752.1	processed_pseudogene
Z82206.1	ENSG00000225528.3	1322	ENSG00000225528	Z82206.1	protein_coding
AC100810.1	ENSG00000253982.1	1322	ENSG00000253982	AC100810.1	antisense_RNA
AL136520.1	ENSG00000258856.2	1322	ENSG00000258856	AL136520.1	transcribed_processed_pseudogene
AC092809.4	ENSG00000237101.1	1323	ENSG00000237101	AC092809.4	antisense_RNA
AC141424.1	ENSG00000241525.4	1323	ENSG00000241525	AC141424.1	antisense_RNA
TUBB8P4	ENSG00000250788.1	1324	ENSG00000250788	TUBB8P4	unprocessed_pseudogene
AL445363.1	ENSG00000259002.2	1324	ENSG00000259002	AL445363.1	lincRNA
AC011824.2	ENSG00000265125.5	1324	ENSG00000265125	AC011824.2	antisense_RNA
SULT6B1	ENSG00000138068.10	1325	ENSG00000138068	SULT6B1	protein_coding
DAPL1	ENSG00000163331.11	1325	ENSG00000163331	DAPL1	protein_coding
C2ORF27B	ENSG00000186825.5	1325	ENSG00000186825	C2ORF27B	lincRNA
TUBB4AP1	ENSG00000228466.1	1325	ENSG00000228466	TUBB4AP1	processed_pseudogene
AC235565.1	ENSG00000231590.1	1325	ENSG00000231590	AC235565.1	unprocessed_pseudogene
AL078645.2	ENSG00000232036.2	1325	ENSG00000232036	AL078645.2	processed_pseudogene
TUBA3GP	ENSG00000249680.2	1325	ENSG00000249680	TUBA3GP	unprocessed_pseudogene
OR11H5P	ENSG00000258625.2	1325	ENSG00000258625	OR11H5P	transcribed_unprocessed_pseudogene
ZHX1-C8ORF76	ENSG00000259305.6	1325	ENSG00000259305	ZHX1-C8ORF76	protein_coding
LINC02192	ENSG00000261325.1	1325	ENSG00000261325	LINC02192	lincRNA
CT45A1	ENSG00000268940.5	1325	ENSG00000268940	CT45A1	protein_coding
LINC02138	ENSG00000205015.1	1326	ENSG00000205015	LINC02138	lincRNA
NBPF7	ENSG00000215864.5	1326	ENSG00000215864	NBPF7	unprocessed_pseudogene
HLA-DRB6	ENSG00000229391.7	1326	ENSG00000229391	HLA-DRB6	transcribed_unprocessed_pseudogene
AL512353.3	ENSG00000237090.1	1326	ENSG00000237090	AL512353.3	processed_pseudogene
AC009095.1	ENSG00000237718.2	1326	ENSG00000237718	AC009095.1	antisense_RNA
AC024022.1	ENSG00000250781.1	1326	ENSG00000250781	AC024022.1	antisense_RNA
AC007346.1	ENSG00000260258.2	1326	ENSG00000260258	AC007346.1	transcribed_processed_pseudogene
AC108134.3	ENSG00000262370.5	1326	ENSG00000262370	AC108134.3	lincRNA
SIT1	ENSG00000137078.8	1327	ENSG00000137078	SIT1	protein_coding
AC007278.1	ENSG00000234389.1	1327	ENSG00000234389	AC007278.1	sense_intronic
PSMC1P10	ENSG00000236348.1	1327	ENSG00000236348	PSMC1P10	processed_pseudogene
AC092978.1	ENSG00000242104.4	1327	ENSG00000242104	AC092978.1	transcribed_unitary_pseudogene
FO393401.2	ENSG00000242507.6	1327	ENSG00000242507	FO393401.2	transcribed_unprocessed_pseudogene
PSMC1P4	ENSG00000248781.1	1327	ENSG00000248781	PSMC1P4	processed_pseudogene
AC109830.1	ENSG00000251199.5	1327	ENSG00000251199	AC109830.1	lincRNA
MFSD1P1	ENSG00000261868.1	1327	ENSG00000261868	MFSD1P1	processed_pseudogene
BEX4	ENSG00000102409.9	1328	ENSG00000102409	BEX4	protein_coding
ODF4	ENSG00000184650.10	1328	ENSG00000184650	ODF4	protein_coding
ZSCAN16	ENSG00000196812.4	1328	ENSG00000196812	ZSCAN16	protein_coding
LINC00852	ENSG00000231177.4	1328	ENSG00000231177	LINC00852	antisense_RNA
CT47B1	ENSG00000236446.3	1328	ENSG00000236446	CT47B1	protein_coding
AC073585.1	ENSG00000255624.2	1328	ENSG00000255624	AC073585.1	transcribed_processed_pseudogene
BCAR4	ENSG00000262117.5	1328	ENSG00000262117	BCAR4	lincRNA
AC007228.2	ENSG00000268568.1	1328	ENSG00000268568	AC007228.2	lincRNA
AL355578.1	ENSG00000272515.1	1328	ENSG00000272515	AL355578.1	lincRNA
AC087235.1	ENSG00000115934.11	1329	ENSG00000115934	AC087235.1	lincRNA
PEBP4	ENSG00000134020.7	1329	ENSG00000134020	PEBP4	protein_coding
NEK2P4	ENSG00000230450.1	1329	ENSG00000230450	NEK2P4	processed_pseudogene
AC020636.2	ENSG00000260234.5	1329	ENSG00000260234	AC020636.2	protein_coding
KYNUP2	ENSG00000265746.1	1329	ENSG00000265746	KYNUP2	processed_pseudogene
AC005746.1	ENSG00000266934.1	1329	ENSG00000266934	AC005746.1	sense_intronic
AC005703.6	ENSG00000279660.1	1329	ENSG00000279660	AC005703.6	TEC
EPO	ENSG00000130427.2	1330	ENSG00000130427	EPO	protein_coding
GRIK1-AS1	ENSG00000174680.9	1330	ENSG00000174680	GRIK1-AS1	antisense_RNA
AL606490.2	ENSG00000226971.1	1330	ENSG00000226971	AL606490.2	processed_pseudogene
AL109910.1	ENSG00000230960.1	1330	ENSG00000230960	AL109910.1	antisense_RNA
CTBP2P8	ENSG00000234383.1	1330	ENSG00000234383	CTBP2P8	processed_pseudogene
GACAT3	ENSG00000236289.2	1330	ENSG00000236289	GACAT3	lincRNA
DCAF13P1	ENSG00000242562.1	1330	ENSG00000242562	DCAF13P1	processed_pseudogene
ANKRD20A17P	ENSG00000251056.1	1330	ENSG00000251056	ANKRD20A17P	unprocessed_pseudogene
AP001107.5	ENSG00000254510.1	1330	ENSG00000254510	AP001107.5	processed_transcript
OR5BR1P	ENSG00000255386.1	1330	ENSG00000255386	OR5BR1P	unprocessed_pseudogene
AC026765.2	ENSG00000257817.1	1330	ENSG00000257817	AC026765.2	lincRNA
AC022154.1	ENSG00000268093.1	1330	ENSG00000268093	AC022154.1	antisense_RNA
PDZD9	ENSG00000155714.13	1331	ENSG00000155714	PDZD9	protein_coding
AC245100.1	ENSG00000224481.1	1331	ENSG00000224481	AC245100.1	lincRNA
AC098483.1	ENSG00000224521.1	1331	ENSG00000224521	AC098483.1	antisense_RNA
KRT18P1	ENSG00000228666.1	1331	ENSG00000228666	KRT18P1	processed_pseudogene
HHATL-AS1	ENSG00000230970.3	1331	ENSG00000230970	HHATL-AS1	antisense_RNA
KIR2DP1	ENSG00000242473.1	1331	ENSG00000242473	KIR2DP1	unprocessed_pseudogene
STPG4	ENSG00000273269.2	1331	ENSG00000273269	STPG4	protein_coding
AC245297.3	ENSG00000274265.4	1331	ENSG00000274265	AC245297.3	lincRNA
AL355974.2	ENSG00000275830.1	1331	ENSG00000275830	AL355974.2	lincRNA
EEF1A1P42	ENSG00000277043.1	1331	ENSG00000277043	EEF1A1P42	processed_pseudogene
APOH	ENSG00000091583.10	1332	ENSG00000091583	APOH	protein_coding
OR8J1	ENSG00000172487.4	1332	ENSG00000172487	OR8J1	protein_coding
TMEM81	ENSG00000174529.7	1332	ENSG00000174529	TMEM81	protein_coding
KRT18P28	ENSG00000176855.11	1332	ENSG00000176855	KRT18P28	processed_pseudogene
TUBB3P1	ENSG00000220418.1	1332	ENSG00000220418	TUBB3P1	processed_pseudogene
TUBBP6	ENSG00000235207.1	1332	ENSG00000235207	TUBBP6	processed_pseudogene
UQCRC2P1	ENSG00000236736.1	1332	ENSG00000236736	UQCRC2P1	processed_pseudogene
DLGAP1-AS3	ENSG00000263724.1	1332	ENSG00000263724	DLGAP1-AS3	antisense_RNA
FKBP4P6	ENSG00000268234.1	1332	ENSG00000268234	FKBP4P6	processed_pseudogene
AC090984.1	ENSG00000279033.1	1332	ENSG00000279033	AC090984.1	TEC
KRT18P45	ENSG00000249438.2	1333	ENSG00000249438	KRT18P45	processed_pseudogene
AL021328.1	ENSG00000269985.1	1333	ENSG00000269985	AL021328.1	antisense_RNA
AC019069.1	ENSG00000272711.1	1333	ENSG00000272711	AC019069.1	lincRNA
SLC9B1P3	ENSG00000233867.2	1334	ENSG00000233867	SLC9B1P3	unprocessed_pseudogene
CTBP2P2	ENSG00000235746.1	1334	ENSG00000235746	CTBP2P2	processed_pseudogene
TUSC8	ENSG00000237361.2	1334	ENSG00000237361	TUSC8	lincRNA
AC109630.1	ENSG00000259269.1	1334	ENSG00000259269	AC109630.1	lincRNA
DCAF13P3	ENSG00000259378.1	1334	ENSG00000259378	DCAF13P3	processed_pseudogene
AL138781.1	ENSG00000260193.1	1334	ENSG00000260193	AL138781.1	lincRNA
C1QC	ENSG00000159189.11	1335	ENSG00000159189	C1QC	protein_coding
HSPB2	ENSG00000170276.5	1335	ENSG00000170276	HSPB2	protein_coding
ASMTL-AS1	ENSG00000236017.8	1335	ENSG00000236017	ASMTL-AS1	antisense_RNA
AC099335.1	ENSG00000236468.1	1335	ENSG00000236468	AC099335.1	processed_pseudogene
AC008629.1	ENSG00000249494.5	1335	ENSG00000249494	AC008629.1	antisense_RNA
IGLL5	ENSG00000254709.7	1335	ENSG00000254709	IGLL5	protein_coding
PSMC1P9	ENSG00000255993.1	1335	ENSG00000255993	PSMC1P9	processed_pseudogene
AL512310.3	ENSG00000257432.1	1335	ENSG00000257432	AL512310.3	processed_pseudogene
AC090004.1	ENSG00000268279.4	1335	ENSG00000268279	AC090004.1	protein_coding
JMJD1C-AS1	ENSG00000272767.1	1335	ENSG00000272767	JMJD1C-AS1	antisense_RNA
PMS2P7	ENSG00000229018.5	1336	ENSG00000229018	PMS2P7	unprocessed_pseudogene
GDI2P1	ENSG00000229165.1	1336	ENSG00000229165	GDI2P1	processed_pseudogene
PATE3	ENSG00000236027.2	1336	ENSG00000236027	PATE3	protein_coding
AC108751.5	ENSG00000244503.1	1336	ENSG00000244503	AC108751.5	processed_pseudogene
LINC02240	ENSG00000260192.1	1336	ENSG00000260192	LINC02240	lincRNA
LINC01444	ENSG00000264301.1	1336	ENSG00000264301	LINC01444	lincRNA
SLC9B1P1	ENSG00000183704.7	1337	ENSG00000183704	SLC9B1P1	unprocessed_pseudogene
AC034195.1	ENSG00000223727.6	1337	ENSG00000223727	AC034195.1	lincRNA
AL645568.2	ENSG00000231615.2	1337	ENSG00000231615	AL645568.2	processed_pseudogene
AC008514.2	ENSG00000253966.1	1337	ENSG00000253966	AC008514.2	processed_pseudogene
MRPL37P1	ENSG00000266946.1	1337	ENSG00000266946	MRPL37P1	processed_pseudogene
AC006480.2	ENSG00000273448.1	1337	ENSG00000273448	AC006480.2	lincRNA
AL117378.2	ENSG00000280058.1	1337	ENSG00000280058	AL117378.2	TEC
PROK1	ENSG00000143125.5	1338	ENSG00000143125	PROK1	protein_coding
AC099850.1	ENSG00000224738.1	1338	ENSG00000224738	AC099850.1	antisense_RNA
NEK2P2	ENSG00000231565.1	1338	ENSG00000231565	NEK2P2	processed_pseudogene
LINC01514	ENSG00000237579.2	1338	ENSG00000237579	LINC01514	lincRNA
KRT8P35	ENSG00000242841.1	1338	ENSG00000242841	KRT8P35	processed_pseudogene
ACTR3BP2	ENSG00000280263.1	1338	ENSG00000280263	ACTR3BP2	processed_pseudogene
PDC	ENSG00000116703.13	1339	ENSG00000116703	PDC	protein_coding
MGARP	ENSG00000137463.4	1339	ENSG00000137463	MGARP	protein_coding
EEF1AKMT1	ENSG00000150456.10	1339	ENSG00000150456	EEF1AKMT1	protein_coding
OR13J1	ENSG00000168828.5	1339	ENSG00000168828	OR13J1	protein_coding
CYP4F9P	ENSG00000267392.3	1339	ENSG00000267392	CYP4F9P	unprocessed_pseudogene
LINC00102	ENSG00000230542.6	1340	ENSG00000230542	LINC00102	lincRNA
CR383656.5	ENSG00000257635.2	1340	ENSG00000257635	CR383656.5	transcribed_processed_pseudogene
LINC01992	ENSG00000260019.1	1340	ENSG00000260019	LINC01992	lincRNA
AC120193.1	ENSG00000253535.5	1341	ENSG00000253535	AC120193.1	antisense_RNA
AC091939.1	ENSG00000254135.2	1341	ENSG00000254135	AC091939.1	lincRNA
NIPA2P4	ENSG00000254151.1	1341	ENSG00000254151	NIPA2P4	processed_pseudogene
AL512590.2	ENSG00000254633.1	1341	ENSG00000254633	AL512590.2	unitary_pseudogene
AC025040.1	ENSG00000259188.5	1341	ENSG00000259188	AC025040.1	antisense_RNA
KYNUP3	ENSG00000263206.1	1341	ENSG00000263206	KYNUP3	transcribed_unprocessed_pseudogene
AP000919.1	ENSG00000263606.1	1341	ENSG00000263606	AP000919.1	transcribed_processed_pseudogene
AL929601.4	ENSG00000277367.1	1341	ENSG00000277367	AL929601.4	processed_pseudogene
MYL1	ENSG00000168530.15	1342	ENSG00000168530	MYL1	protein_coding
AC209007.1	ENSG00000215899.3	1342	ENSG00000215899	AC209007.1	processed_pseudogene
AC087499.5	ENSG00000235546.2	1342	ENSG00000235546	AC087499.5	processed_pseudogene
CIR1P2	ENSG00000250215.1	1342	ENSG00000250215	CIR1P2	processed_pseudogene
AP001858.1	ENSG00000253547.2	1342	ENSG00000253547	AP001858.1	processed_pseudogene
TRIM64DP	ENSG00000254751.2	1342	ENSG00000254751	TRIM64DP	transcribed_unprocessed_pseudogene
AC021231.1	ENSG00000259336.1	1342	ENSG00000259336	AC021231.1	lincRNA
UPK3BL1	ENSG00000267368.1	1342	ENSG00000267368	UPK3BL1	protein_coding
AC093525.8	ENSG00000279520.1	1342	ENSG00000279520	AC093525.8	TEC
CCL20	ENSG00000115009.11	1343	ENSG00000115009	CCL20	protein_coding
GPR33	ENSG00000214943.4	1343	ENSG00000214943	GPR33	protein_coding
MTND4P31	ENSG00000235382.1	1343	ENSG00000235382	MTND4P31	processed_pseudogene
CLUHP4	ENSG00000249003.1	1343	ENSG00000249003	CLUHP4	unprocessed_pseudogene
AC092451.3	ENSG00000279173.1	1343	ENSG00000279173	AC092451.3	TEC
COX6A1	ENSG00000111775.2	1344	ENSG00000111775	COX6A1	protein_coding
RAB41	ENSG00000147127.8	1344	ENSG00000147127	RAB41	protein_coding
MRPL53	ENSG00000204822.6	1344	ENSG00000204822	MRPL53	protein_coding
AC109780.1	ENSG00000225175.1	1344	ENSG00000225175	AC109780.1	unprocessed_pseudogene
EEF1A1P21	ENSG00000249542.2	1344	ENSG00000249542	EEF1A1P21	processed_pseudogene
OR8G3P	ENSG00000255425.5	1344	ENSG00000255425	OR8G3P	transcribed_unprocessed_pseudogene
LINC02033	ENSG00000279727.1	1344	ENSG00000279727	LINC02033	lincRNA
FKBPL	ENSG00000204315.3	1345	ENSG00000204315	FKBPL	protein_coding
AMD1P4	ENSG00000215124.2	1345	ENSG00000215124	AMD1P4	processed_pseudogene
ZNF736P9Y	ENSG00000239893.1	1345	ENSG00000239893	ZNF736P9Y	processed_pseudogene
AL512328.1	ENSG00000244137.1	1345	ENSG00000244137	AL512328.1	antisense_RNA
LINC02550	ENSG00000271584.2	1345	ENSG00000271584	LINC02550	lincRNA
RAET1L	ENSG00000155918.7	1346	ENSG00000155918	RAET1L	protein_coding
HOXD12	ENSG00000170178.6	1346	ENSG00000170178	HOXD12	protein_coding
MRAP	ENSG00000170262.12	1346	ENSG00000170262	MRAP	protein_coding
CSNK1G2-AS1	ENSG00000180846.8	1346	ENSG00000180846	CSNK1G2-AS1	antisense_RNA
RTP2	ENSG00000198471.1	1346	ENSG00000198471	RTP2	protein_coding
EEF1A1P12	ENSG00000214199.3	1346	ENSG00000214199	EEF1A1P12	processed_pseudogene
TTTY4	ENSG00000226906.1	1346	ENSG00000226906	TTTY4	lincRNA
TTTY4C	ENSG00000228296.1	1346	ENSG00000228296	TTTY4C	lincRNA
TTTY4B	ENSG00000235412.1	1346	ENSG00000235412	TTTY4B	lincRNA
AC106872.6	ENSG00000248645.1	1346	ENSG00000248645	AC106872.6	unprocessed_pseudogene
MTND4P9	ENSG00000250050.1	1346	ENSG00000250050	MTND4P9	unprocessed_pseudogene
AC022613.3	ENSG00000259644.1	1346	ENSG00000259644	AC022613.3	sense_intronic
AC020931.1	ENSG00000267387.1	1346	ENSG00000267387	AC020931.1	antisense_RNA
WNT1	ENSG00000125084.11	1347	ENSG00000125084	WNT1	protein_coding
ACP4	ENSG00000142513.5	1347	ENSG00000142513	ACP4	protein_coding
FRMPD2B	ENSG00000150175.13	1347	ENSG00000150175	FRMPD2B	unprocessed_pseudogene
FAM83A-AS1	ENSG00000204949.8	1347	ENSG00000204949	FAM83A-AS1	antisense_RNA
EEF1A1P32	ENSG00000213046.4	1347	ENSG00000213046	EEF1A1P32	unprocessed_pseudogene
IGSF23	ENSG00000216588.8	1347	ENSG00000216588	IGSF23	protein_coding
KRT18P22	ENSG00000218153.2	1347	ENSG00000218153	KRT18P22	processed_pseudogene
ELOA-AS1	ENSG00000236810.5	1347	ENSG00000236810	ELOA-AS1	antisense_RNA
FKBP4P1	ENSG00000251463.2	1347	ENSG00000251463	FKBP4P1	processed_pseudogene
AC069061.4	ENSG00000265646.2	1347	ENSG00000265646	AC069061.4	processed_pseudogene
AC109315.1	ENSG00000266003.1	1347	ENSG00000266003	AC109315.1	processed_pseudogene
AC087741.3	ENSG00000279259.1	1347	ENSG00000279259	AC087741.3	TEC
AC046158.4	ENSG00000279887.1	1347	ENSG00000279887	AC046158.4	TEC
IFITM3	ENSG00000142089.15	1348	ENSG00000142089	IFITM3	protein_coding
FAM159B	ENSG00000145642.11	1348	ENSG00000145642	FAM159B	protein_coding
AC026271.1	ENSG00000174977.8	1348	ENSG00000174977	AC026271.1	processed_pseudogene
AL603865.1	ENSG00000217139.2	1348	ENSG00000217139	AL603865.1	processed_pseudogene
AL109810.2	ENSG00000235710.4	1348	ENSG00000235710	AL109810.2	protein_coding
AC068594.1	ENSG00000263718.2	1348	ENSG00000263718	AC068594.1	lincRNA
AL360270.3	ENSG00000273010.1	1348	ENSG00000273010	AL360270.3	antisense_RNA
ULBP2	ENSG00000131015.4	1349	ENSG00000131015	ULBP2	protein_coding
C10ORF35	ENSG00000171224.8	1349	ENSG00000171224	C10ORF35	protein_coding
AL590824.1	ENSG00000216352.1	1349	ENSG00000216352	AL590824.1	processed_pseudogene
TLR8-AS1	ENSG00000233338.1	1349	ENSG00000233338	TLR8-AS1	antisense_RNA
AKAP8P1	ENSG00000234146.1	1349	ENSG00000234146	AKAP8P1	processed_pseudogene
LINC00871	ENSG00000258700.5	1349	ENSG00000258700	LINC00871	lincRNA
AL391121.1	ENSG00000272933.1	1349	ENSG00000272933	AL391121.1	lincRNA
AC002540.1	ENSG00000279067.1	1349	ENSG00000279067	AC002540.1	TEC
AC020907.1	ENSG00000179066.7	1350	ENSG00000179066	AC020907.1	lincRNA
TRIM51GP	ENSG00000220948.4	1350	ENSG00000220948	TRIM51GP	unprocessed_pseudogene
KRT8P44	ENSG00000227913.1	1350	ENSG00000227913	KRT8P44	processed_pseudogene
LINC00499	ENSG00000251372.5	1350	ENSG00000251372	LINC00499	lincRNA
C1ORF54	ENSG00000118292.8	1351	ENSG00000118292	C1ORF54	protein_coding
EEF1A1P36	ENSG00000223912.1	1351	ENSG00000223912	EEF1A1P36	processed_pseudogene
WASH7P	ENSG00000227232.5	1351	ENSG00000227232	WASH7P	unprocessed_pseudogene
FUCA1P1	ENSG00000237053.1	1351	ENSG00000237053	FUCA1P1	processed_pseudogene
TUBB8P5	ENSG00000254381.3	1351	ENSG00000254381	TUBB8P5	unprocessed_pseudogene
PAN3-AS1	ENSG00000261485.1	1351	ENSG00000261485	PAN3-AS1	antisense_RNA
AC010624.4	ENSG00000269540.1	1351	ENSG00000269540	AC010624.4	processed_pseudogene
AL021920.2	ENSG00000280114.1	1351	ENSG00000280114	AL021920.2	unprocessed_pseudogene
NPBWR2	ENSG00000125522.3	1352	ENSG00000125522	NPBWR2	protein_coding
TUBAP	ENSG00000237569.1	1352	ENSG00000237569	TUBAP	processed_pseudogene
AL121904.1	ENSG00000238129.5	1352	ENSG00000238129	AL121904.1	lincRNA
AC017007.4	ENSG00000250500.1	1352	ENSG00000250500	AC017007.4	processed_pseudogene
BTBD10P1	ENSG00000257675.1	1352	ENSG00000257675	BTBD10P1	processed_pseudogene
AC009501.3	ENSG00000270437.1	1352	ENSG00000270437	AC009501.3	processed_pseudogene
RNF113A	ENSG00000125352.5	1353	ENSG00000125352	RNF113A	protein_coding
PRY	ENSG00000169789.10	1353	ENSG00000169789	PRY	protein_coding
PRY2	ENSG00000169807.10	1353	ENSG00000169807	PRY2	protein_coding
FAM163B	ENSG00000196990.8	1353	ENSG00000196990	FAM163B	protein_coding
TRIM77	ENSG00000214414.9	1353	ENSG00000214414	TRIM77	protein_coding
TRIM64C	ENSG00000214891.9	1353	ENSG00000214891	TRIM64C	protein_coding
TRIM51FP	ENSG00000219061.4	1353	ENSG00000219061	TRIM51FP	unprocessed_pseudogene
SLC25A6P5	ENSG00000228948.2	1353	ENSG00000228948	SLC25A6P5	processed_pseudogene
AC022762.2	ENSG00000267940.1	1353	ENSG00000267940	AC022762.2	lincRNA
C7ORF33	ENSG00000170279.2	1354	ENSG00000170279	C7ORF33	protein_coding
DLSTP1	ENSG00000181227.3	1354	ENSG00000181227	DLSTP1	processed_pseudogene
NPIPB10P	ENSG00000196796.5	1354	ENSG00000196796	NPIPB10P	unprocessed_pseudogene
AC104777.1	ENSG00000224048.5	1354	ENSG00000224048	AC104777.1	lincRNA
AL162457.2	ENSG00000225106.1	1354	ENSG00000225106	AL162457.2	antisense_RNA
MTND4P27	ENSG00000230548.1	1354	ENSG00000230548	MTND4P27	unprocessed_pseudogene
LINC01664	ENSG00000235478.4	1354	ENSG00000235478	LINC01664	lincRNA
MTND4P14	ENSG00000236254.1	1354	ENSG00000236254	MTND4P14	unprocessed_pseudogene
WDR86-AS1	ENSG00000243836.5	1354	ENSG00000243836	WDR86-AS1	processed_transcript
LINC00534	ENSG00000253394.5	1354	ENSG00000253394	LINC00534	lincRNA
TRIM53CP	ENSG00000254764.1	1354	ENSG00000254764	TRIM53CP	unprocessed_pseudogene
DDX43P2	ENSG00000270763.1	1354	ENSG00000270763	DDX43P2	processed_pseudogene
POLR2J	ENSG00000005075.15	1355	ENSG00000005075	POLR2J	protein_coding
FITM1	ENSG00000139914.6	1355	ENSG00000139914	FITM1	protein_coding
GJB5	ENSG00000189280.3	1355	ENSG00000189280	GJB5	protein_coding
LRRC37A15P	ENSG00000230069.3	1355	ENSG00000230069	LRRC37A15P	processed_pseudogene
AC131212.2	ENSG00000279700.1	1355	ENSG00000279700	AC131212.2	TEC
IER3	ENSG00000137331.11	1356	ENSG00000137331	IER3	protein_coding
GABPAP	ENSG00000235720.1	1356	ENSG00000235720	GABPAP	processed_pseudogene
AC092720.1	ENSG00000260750.5	1356	ENSG00000260750	AC092720.1	lincRNA
AP005328.1	ENSG00000263551.5	1356	ENSG00000263551	AP005328.1	lincRNA
UTS2R	ENSG00000181408.3	1357	ENSG00000181408	UTS2R	protein_coding
AL049795.1	ENSG00000224066.1	1357	ENSG00000224066	AL049795.1	antisense_RNA
NHEG1	ENSG00000225391.5	1357	ENSG00000225391	NHEG1	lincRNA
SUCLA2P3	ENSG00000229593.1	1357	ENSG00000229593	SUCLA2P3	processed_pseudogene
MTND4P21	ENSG00000231777.1	1357	ENSG00000231777	MTND4P21	unprocessed_pseudogene
AL049636.1	ENSG00000236674.1	1357	ENSG00000236674	AL049636.1	processed_pseudogene
TRIM51CP	ENSG00000249910.3	1357	ENSG00000249910	TRIM51CP	unprocessed_pseudogene
AC103810.2	ENSG00000265218.1	1357	ENSG00000265218	AC103810.2	antisense_RNA
AC026356.1	ENSG00000274964.1	1357	ENSG00000274964	AC026356.1	sense_intronic
AC008760.2	ENSG00000276980.1	1357	ENSG00000276980	AC008760.2	sense_intronic
BANF2	ENSG00000125888.14	1358	ENSG00000125888	BANF2	protein_coding
PGCP1	ENSG00000227179.6	1358	ENSG00000227179	PGCP1	transcribed_unprocessed_pseudogene
TUBG1P	ENSG00000237972.1	1358	ENSG00000237972	TUBG1P	processed_pseudogene
AC018680.1	ENSG00000251567.5	1358	ENSG00000251567	AC018680.1	lincRNA
FGFBP1	ENSG00000137440.4	1359	ENSG00000137440	FGFBP1	protein_coding
IDI2	ENSG00000148377.5	1359	ENSG00000148377	IDI2	protein_coding
OPTC	ENSG00000188770.9	1359	ENSG00000188770	OPTC	protein_coding
TRIM51BP	ENSG00000204455.7	1359	ENSG00000204455	TRIM51BP	unprocessed_pseudogene
SOCS5P2	ENSG00000224682.1	1359	ENSG00000224682	SOCS5P2	processed_pseudogene
AL445488.1	ENSG00000229258.5	1359	ENSG00000229258	AL445488.1	antisense_RNA
LARP1BP1	ENSG00000231442.3	1359	ENSG00000231442	LARP1BP1	processed_pseudogene
MTND4P26	ENSG00000234065.2	1359	ENSG00000234065	MTND4P26	processed_pseudogene
AL132639.2	ENSG00000258940.2	1359	ENSG00000258940	AL132639.2	antisense_RNA
AL359752.1	ENSG00000261662.1	1359	ENSG00000261662	AL359752.1	sense_overlapping
MYL3	ENSG00000160808.9	1360	ENSG00000160808	MYL3	protein_coding
ZNF524	ENSG00000171443.6	1360	ENSG00000171443	ZNF524	protein_coding
AC106872.1	ENSG00000236941.6	1360	ENSG00000236941	AC106872.1	processed_pseudogene
CHCHD10	ENSG00000250479.8	1360	ENSG00000250479	CHCHD10	protein_coding
AC005531.1	ENSG00000253183.1	1360	ENSG00000253183	AC005531.1	processed_pseudogene
AC137932.2	ENSG00000261253.2	1360	ENSG00000261253	AC137932.2	processed_transcript
AC093227.1	ENSG00000267152.1	1360	ENSG00000267152	AC093227.1	lincRNA
MTCO1P22	ENSG00000271207.1	1360	ENSG00000271207	MTCO1P22	processed_pseudogene
AL662907.1	ENSG00000278997.1	1360	ENSG00000278997	AL662907.1	TEC
PYURF	ENSG00000145337.4	1361	ENSG00000145337	PYURF	protein_coding
